datetime,open,high,low,close,volume
2022-01-04,313.56,314.8,300.01,310.42,56414.49
2022-01-05,308.96,311.98,281.99,286.0,94570.27
2022-01-06,286.0,286.99,272.13,279.0,84966.71
2022-01-07,279.0,288.5,276.32,277.74,47011.31
2022-01-10,275.0,278.38,266.92,273.8,62394.74
2022-01-11,273.5,276.98,264.03,265.48,46121.82
2022-01-12,268.32,274.68,267.25,271.0,48786.4
2022-01-13,271.5,272.46,266.28,266.59,35447.81
2022-01-14,261.77,283.67,261.77,277.05,58386.75
2022-01-17,277.05,293.85,277.05,290.6,67259.77
2022-01-18,290.0,298.88,288.58,296.29,42747.05
2022-01-19,293.0,297.47,288.18,292.0,50262.08
2022-01-20,292.22,297.89,288.12,293.25,39585.49
2022-01-21,289.05,295.33,283.89,285.22,49197.67
2022-01-24,285.3,294.47,282.88,289.01,33050.37
2022-01-25,288.0,290.94,278.01,278.6,60458.45
2022-01-26,278.08,280.6,271.96,276.38,57716.14
2022-01-27,275.8,277.0,261.12,262.5,93512.99
2022-01-28,258.0,266.66,252.0,254.2,81937.79
2022-02-07,260.0,263.53,243.69,244.45,106491.43
2022-02-08,244.36,245.56,230.0,236.8,115711.02
2022-02-09,237.88,239.89,227.37,232.23,100576.15
2022-02-10,235.0,236.18,231.6,231.97,70271.22
2022-02-11,230.02,234.4,225.18,227.55,64064.25
2022-02-14,225.0,232.44,224.1,229.0,51977.57
2022-02-15,230.07,242.7,229.89,241.38,90056.51
2022-02-16,243.0,246.0,239.8,240.0,62147.17
2022-02-17,237.9,246.0,236.68,242.9,59365.06
2022-02-18,241.0,241.85,235.25,239.4,38679.15
2022-02-21,238.0,241.0,235.0,236.95,45179.4
2022-02-22,236.0,238.79,229.98,238.0,74347.01
2022-02-23,239.0,251.0,238.5,248.29,82094.24
2022-02-24,248.0,249.01,241.47,245.95,73032.95
2022-02-25,251.8,253.0,243.75,245.01,63075.89
2022-02-28,245.0,249.28,243.0,245.81,41849.05
2022-03-01,245.44,249.99,243.99,246.8,48216.95
2022-03-02,244.0,244.0,237.9,240.0,68740.59
2022-03-03,242.5,243.24,234.38,236.0,46437.79
2022-03-04,233.11,242.09,232.21,234.14,48261.76
2022-03-07,232.69,232.69,218.7,221.0,83108.58
2022-03-08,221.0,227.88,218.68,221.08,70853.54
2022-03-09,221.5,226.69,214.09,224.94,88395.06
2022-03-10,232.0,234.89,225.66,226.54,72185.16
2022-03-11,220.01,226.3,216.36,222.12,62006.49
2022-03-14,217.27,221.0,207.0,208.0,99910.44
2022-03-15,198.85,205.6,194.99,195.0,135056.94
2022-03-16,198.89,214.5,196.35,214.5,126305.75
2022-03-17,222.0,228.0,220.3,224.1,133534.59
2022-03-18,223.0,225.99,220.58,224.28,60160.0
2022-03-21,225.57,229.2,220.08,222.26,58594.93
2022-03-22,222.2,226.25,219.6,220.64,45812.33
2022-03-23,221.0,222.49,216.0,217.66,63593.94
2022-03-24,216.0,217.42,211.0,212.38,63646.28
2022-03-25,215.61,215.78,204.8,205.2,51579.31
2022-03-28,202.0,207.5,200.13,202.41,58043.18
2022-03-29,203.01,204.97,195.2,196.73,60782.42
2022-03-30,199.0,200.59,190.4,198.12,84910.48
2022-03-31,194.91,196.0,189.0,193.4,89937.63
2022-04-01,193.0,198.4,191.36,194.15,50089.32
2022-04-06,195.0,195.72,186.32,188.08,76121.77
2022-04-07,187.19,191.5,182.97,183.32,66918.25
2022-04-08,184.49,185.5,179.27,180.2,63899.27
2022-04-11,180.23,180.23,169.01,170.5,106231.1
2022-04-12,170.5,172.7,165.5,171.05,102966.05
2022-04-13,170.0,171.37,167.01,169.08,57761.29
2022-04-14,171.18,175.82,165.05,172.43,98686.66
2022-04-15,168.97,175.75,168.17,173.9,80020.17
2022-04-18,172.15,183.2,171.51,182.71,102390.74
2022-04-19,180.0,180.0,164.44,164.44,187536.69
2022-04-20,161.85,164.69,159.36,159.7,104329.13
2022-04-21,158.3,162.43,154.2,155.33,86329.48
2022-04-22,152.09,155.49,148.9,149.0,95954.58
2022-04-25,147.0,149.0,138.11,138.21,105648.97
2022-04-26,138.64,141.91,134.02,134.66,91214.82
2022-04-27,135.31,148.13,135.14,148.13,132194.6
2022-04-28,146.91,151.44,143.33,145.32,118411.75
2022-04-29,148.13,152.33,145.01,150.5,136450.34
2022-05-05,149.12,151.5,147.06,147.11,91342.66
2022-05-06,143.61,145.3,140.16,140.16,73333.24
2022-05-09,140.21,141.39,136.46,137.16,68489.06
2022-05-10,136.0,146.86,135.4,143.06,116474.98
2022-05-11,143.51,157.37,142.4,152.57,157116.3
2022-05-12,151.25,152.5,148.0,150.15,96669.6
2022-05-13,152.7,152.89,148.2,150.15,62606.28
2022-05-16,151.5,155.48,147.58,147.99,72141.06
2022-05-17,147.98,162.79,147.4,162.79,157655.56
2022-05-18,165.0,165.05,160.2,163.0,151360.29
2022-05-19,159.95,164.28,156.9,162.0,110882.84
2022-05-20,162.95,163.88,159.59,163.67,99521.19
2022-05-23,169.0,169.8,159.88,165.47,139819.82
2022-05-24,164.0,168.93,156.66,157.12,122786.34
2022-05-25,156.1,159.8,152.8,154.99,83890.33
2022-05-26,155.06,156.1,148.89,152.22,120995.4
2022-05-27,154.5,158.38,149.03,149.32,111566.29
2022-05-30,150.87,160.6,149.32,159.02,162258.73
2022-05-31,160.0,165.47,155.38,164.0,148667.98
2022-06-01,163.0,166.6,161.01,163.0,89490.67
2022-06-02,162.83,173.96,161.53,172.25,135245.22
2022-06-06,172.26,181.68,169.42,180.33,141267.36
2022-06-07,180.6,180.87,170.01,171.72,142857.7
2022-06-08,170.14,173.0,167.0,170.51,121566.73
2022-06-09,169.89,169.97,162.4,163.93,101964.71
2022-06-10,162.98,165.46,159.98,165.4,119470.0
2022-06-13,162.8,165.38,160.98,162.26,87739.9
2022-06-14,160.0,160.0,152.66,158.92,114414.47
2022-06-15,159.99,164.27,159.0,161.24,130248.19
2022-06-16,161.4,166.59,160.5,161.6,110386.02
2022-06-17,159.0,160.88,155.3,160.39,145305.48
2022-06-20,161.71,168.44,159.2,168.02,172719.95
2022-06-21,168.02,168.02,162.46,163.82,141924.24
2022-06-22,165.36,165.36,154.28,154.53,191441.46
2022-06-23,153.6,156.0,152.0,155.6,164566.93
2022-06-24,155.65,162.18,153.88,159.58,195126.44
2022-06-27,161.82,169.01,161.0,165.2,239590.05
2022-06-28,166.77,179.38,159.74,174.01,274309.37
2022-06-29,174.02,179.2,167.68,168.0,273173.55
2022-06-30,168.0,174.97,167.17,173.03,176496.12
2022-07-01,173.03,177.4,171.05,173.35,148839.94
2022-07-04,167.96,167.96,161.95,164.15,216168.73
2022-07-05,164.0,166.5,159.0,161.49,154933.34
