datetime,open,high,low,close,volume
2024-01-02,29.89,29.98,29.53,29.53,102660.68
2024-01-03,29.41,29.55,27.66,27.98,281696.27
2024-01-04,27.98,28.0,26.55,27.08,301492.59
2024-01-05,26.99,27.39,26.56,26.73,166680.22
2024-01-08,26.73,26.75,25.75,25.91,207759.25
2024-01-09,26.11,26.43,25.43,25.78,239948.09
2024-01-10,25.46,25.8,25.15,25.61,155688.2
2024-01-11,25.61,26.17,25.37,26.0,168070.71
2024-01-12,25.98,26.0,25.7,25.72,144404.85
2024-01-15,25.47,26.46,25.4,26.13,199161.89
2024-01-16,26.0,26.16,25.53,25.95,138363.56
2024-01-17,25.97,26.08,25.03,25.03,155067.26
2024-01-18,24.91,25.55,24.22,25.49,284354.79
2024-01-19,25.58,26.62,25.57,26.14,292664.47
2024-01-22,26.14,26.29,25.22,25.55,232513.45
2024-01-23,25.23,25.75,24.96,25.44,200626.57
2024-01-24,25.1,25.22,23.58,24.51,420826.21
2024-01-25,24.4,25.75,24.1,25.72,287252.83
2024-01-26,25.51,25.54,24.4,24.62,359766.44
2024-01-29,24.63,24.92,23.75,23.94,230405.34
2024-01-30,23.82,24.04,23.36,23.4,171288.94
2024-01-31,23.25,23.51,22.4,22.48,237751.62
2024-02-01,22.32,23.3,22.3,22.67,212202.11
2024-02-02,22.81,23.03,21.0,21.78,289566.29
2024-02-05,21.55,21.73,19.95,20.96,394281.87
2024-02-06,20.8,22.75,20.63,22.68,300177.78
2024-02-07,22.75,23.72,22.46,23.5,300979.95
2024-02-08,23.68,24.66,23.61,23.98,249491.17
2024-02-19,24.45,24.5,23.75,24.48,255794.73
2024-02-20,24.23,24.26,23.75,24.13,248719.62
2024-02-21,23.86,24.72,23.66,24.32,253435.76
2024-02-22,24.32,25.1,24.32,24.99,312226.31
2024-02-23,25.3,25.33,24.8,25.13,181965.68
2024-02-26,25.01,25.43,24.88,25.08,186415.94
2024-02-27,24.97,26.1,24.83,26.09,308366.42
2024-02-28,26.1,26.5,25.09,25.1,304458.63
2024-02-29,25.02,26.21,24.98,26.16,260716.47
2024-03-01,26.29,26.95,26.16,26.69,333447.86
2024-03-04,26.82,28.49,26.82,27.89,546497.79
2024-03-05,30.68,30.68,30.07,30.68,694202.99
2024-03-06,30.45,30.45,28.68,28.88,1099484.93
2024-03-07,28.95,29.1,27.32,27.54,817090.02
2024-03-08,27.56,29.12,27.38,28.99,779632.16
2024-03-11,28.13,28.7,27.9,28.66,491589.32
2024-03-12,28.55,29.62,28.38,28.78,491212.32
2024-03-13,28.92,29.0,28.42,28.58,320048.5
2024-03-14,28.1,28.5,27.69,27.96,323233.79
2024-03-15,27.94,28.01,27.42,27.97,221445.63
2024-03-18,28.28,28.74,28.08,28.74,313911.98
2024-03-19,28.75,28.93,28.25,28.25,237359.62
2024-03-27,31.08,31.08,28.99,29.11,1551925.74
2024-03-28,28.19,30.0,27.11,29.03,976601.97
2024-03-29,28.61,28.65,28.0,28.13,526362.87
2024-04-01,28.0,28.59,27.35,28.12,577308.11
2024-04-02,27.86,27.87,27.01,27.1,507672.77
